ENPs	dT	L	Shape	Surface functionalization	Zeta Potential (mV)	Surface Area	Animal(Rat/Mouse)	Gender	M.A	M.W	Method	E.D	E.T	R.D	Dose
DEP	91.3	91.3	sphere	-	-16.90 	108	Mouse	female	8	19.1	intratracheal instillation	0	1	1	2.83
DEP	91.3	91.3	sphere	-	-16.90 	108	Mouse	female	8	19.1	intratracheal instillation	0	1	1	8.48
CB	14.3	14.3	sphere	-	-3.70 	316.5	Mouse	female	8	19.1	intratracheal instillation	0	1	1	8.48
DEP	91.3	91.3	sphere	-	-16.90 	108	Mouse	female	8	19.1	intratracheal instillation	0	1	3	0.94
DEP	91.3	91.3	sphere	-	-16.90 	108	Mouse	female	8	19.1	intratracheal instillation	0	1	3	2.83
DEP	91.3	91.3	sphere	-	-16.90 	108	Mouse	female	8	19.1	intratracheal instillation	0	1	3	8.48
CB	14.3	14.3	sphere	-	-3.70 	316.5	Mouse	female	8	19.1	intratracheal instillation	0	1	3	8.48
DEP	91.3	91.3	sphere	-	-16.90 	108	Mouse	female	8	19.1	intratracheal instillation	0	1	28	0.94
DEP	91.3	91.3	sphere	-	-16.90 	108	Mouse	female	8	19.1	intratracheal instillation	0	1	28	2.83
DEP	91.3	91.3	sphere	-	-16.90 	108	Mouse	female	8	19.1	intratracheal instillation	0	1	28	8.48
CB	14.3	14.3	sphere	-	-3.70 	316.5	Mouse	female	8	19.1	intratracheal instillation	0	1	28	8.48
CuO	46.5	46.5	sphere	-	-26.00 	29	Mouse	female	6	18	intranasal instillation	0	1	1	2.5
CuO	46.5	46.5	sphere	-	-26.00 	29	Mouse	female	6	18	intranasal instillation	0	1	1	5
CNP	13	13	sphere	-	-11.00 	800	Rat	male	7	150	intratracheal instillation	14	3	11	0.5
NiO	5.3	5.3	sphere	-	-30.00 	91.8	Rat	female	7	150	intratracheal instillation	0	1	1	1.09
NiO	5.3	5.3	sphere	-	-30.00 	91.8	Rat	female	7	150	intratracheal instillation	0	1	2	1.09
NiO	5.3	5.3	sphere	-	-30.00 	91.8	Rat	female	7	150	intratracheal instillation	0	1	3	1.09
NiO	5.3	5.3	sphere	-	-30.00 	91.8	Rat	female	7	150	intratracheal instillation	0	1	4	1.09
NiO	5.3	5.3	sphere	-	-30.00 	91.8	Rat	female	7	150	intratracheal instillation	0	1	1	0.2725
NiO	5.3	5.3	sphere	-	-30.00 	91.8	Rat	female	7	150	intratracheal instillation	0	1	2	0.2725
NiO	5.3	5.3	sphere	-	-30.00 	91.8	Rat	female	7	150	intratracheal instillation	0	1	3	0.2725
NiO	5.3	5.3	sphere	-	-30.00 	91.8	Rat	female	7	150	intratracheal instillation	0	1	4	0.2725
NiO	5.3	5.3	sphere	-	-30.00 	91.8	Rat	female	7	150	intratracheal instillation	0	1	1	0.545
NiO	5.3	5.3	sphere	-	-30.00 	91.8	Rat	female	7	150	intratracheal instillation	0	1	2	0.545
NiO	5.3	5.3	sphere	-	-30.00 	91.8	Rat	female	7	150	intratracheal instillation	0	1	3	0.545
NiO	5.3	5.3	sphere	-	-30.00 	91.8	Rat	female	7	150	intratracheal instillation	0	1	4	0.545
TiO2	5.5	5.5	sphere	-	9.28 	174.8	Mouse	female	5	23	intranasal instillation	90	90	1	2.5
TiO2	5.5	5.5	sphere	-	9.28 	174.8	Mouse	female	5	23	intranasal instillation	90	90	1	5
TiO2	5.5	5.5	sphere	-	9.28 	174.8	Mouse	female	5	23	intranasal instillation	90	90	1	10
Au	10	31	rod	-	-55.00 	5	Rat	male	7	210	intratracheal instillation	0	1	1	1
Au	10	31	rod	-	-55.00 	5	Rat	male	7	210	intratracheal instillation	0	1	1	5
Au	25	50	rod	-	-55.00 	5	Rat	male	7	210	intratracheal instillation	0	1	1	1
Au	25	50	rod	-	-55.00 	5	Rat	male	7	210	intratracheal instillation	0	1	1	5
Au	10	31	rod	-	-55.00 	5	Rat	male	7	210	intratracheal instillation	0	1	7	1
Au	10	31	rod	-	-55.00 	5	Rat	male	7	210	intratracheal instillation	0	1	7	5
Au	25	50	rod	-	-55.00 	5	Rat	male	7	210	intratracheal instillation	0	1	7	1
Au	25	50	rod	-	-55.00 	5	Rat	male	7	210	intratracheal instillation	0	1	7	5
Au	10	31	rod	-	-55.00 	5	Rat	male	7	210	intratracheal instillation	0	1	30	1
Au	10	31	rod	-	-55.00 	5	Rat	male	7	210	intratracheal instillation	0	1	30	5
Au	25	50	rod	-	-55.00 	5	Rat	male	7	210	intratracheal instillation	0	1	30	1
Au	25	50	rod	-	-55.00 	5	Rat	male	7	210	intratracheal instillation	0	1	30	5
Au	10	31	rod	-	-55.00 	5	Rat	male	7	210	intratracheal instillation	0	1	90	1
Au	10	31	rod	-	-55.00 	5	Rat	male	7	210	intratracheal instillation	0	1	90	5
Au	25	50	rod	-	-55.00 	5	Rat	male	7	210	intratracheal instillation	0	1	90	1
Au	25	50	rod	-	-55.00 	5	Rat	male	7	210	intratracheal instillation	0	1	90	5
ZnO	19.61	19.61	hexagonal	-	-16.90 	45	Rat	unknow	8	170	intratracheal instillation	35	18	1	3.5
ZnO	19.61	19.61	hexagonal	-	-16.90 	45	Rat	unknow	8	170	intratracheal instillation	35	18	1	17.5
TiO2	22.82	22.82	sphere	-	-16.90 	50	Rat	unknow	8	170	intratracheal instillation	35	18	1	3.5
TiO2	22.82	22.82	sphere	-	-16.90 	50	Rat	unknow	8	170	intratracheal instillation	35	18	1	17.5
Ag	52.25	52.25	sphere	-	-42.50 	5	Rat	unknow	8	170	intratracheal instillation	35	18	1	3.5
Ag	52.25	52.25	sphere	-	-42.50 	5	Rat	unknow	8	170	intratracheal instillation	35	18	1	17.5
MWCNT	13	3860	tube	-	-11.00 	225	Mouse	female	8	18	OPA	35	5	1	0.355555556
MWCNT	13	3860	tube	-	-11.00 	225	Mouse	female	8	18	OPA	35	5	56	1.422222222
MWCNT	13	3860	tube	-	-11.00 	225	Mouse	female	8	18	OPA	35	5	1	0.355555556
MWCNT	13	3860	tube	-	-11.00 	225	Mouse	female	8	18	OPA	35	5	56	1.422222222
ZnO	175	175	sphere	-	-16.90 	14	Mouse	female	8	18	OPA	35	5	1	0.355555556
ZnO	175	175	sphere	-	-16.90 	14	Mouse	female	8	18	OPA	35	5	56	0.711111111
ZnO	175	175	sphere	-	-16.90 	14	Mouse	female	8	18	OPA	35	5	1	0.355555556
ZnO	175	175	sphere	-	-16.90 	14	Mouse	female	8	18	OPA	35	5	56	0.711111111
CeO2	17.3	17.3	sphere	-	37.80 	61	Rat	male	7	279	intratracheal instillation	0	1	1	0.15
CeO2	17.3	17.3	sphere	-	37.80 	61	Rat	male	7	279	intratracheal instillation	0	1	28	0.15
CeO2	17.3	17.3	sphere	-	37.80 	61	Rat	male	7	279	intratracheal instillation	0	1	1	1
CeO2	17.3	17.3	sphere	-	37.80 	61	Rat	male	7	279	intratracheal instillation	0	1	28	1
CeO2	17.3	17.3	sphere	-	37.80 	61	Rat	male	7	279	intratracheal instillation	0	1	1	3.5
CeO2	17.3	17.3	sphere	-	37.80 	61	Rat	male	7	279	intratracheal instillation	0	1	28	3.5
SiO2	21	21	sphere	-	-28.40 	147	Rat	male	7	279	intratracheal instillation	0	1	1	0.15
SiO2	21	21	sphere	-	-28.40 	147	Rat	male	7	279	intratracheal instillation	0	1	28	0.15
SiO2	21	21	sphere	-	-28.40 	147	Rat	male	7	279	intratracheal instillation	0	1	1	1
SiO2	21	21	sphere	-	-28.40 	147	Rat	male	7	279	intratracheal instillation	0	1	28	1
SiO2	21	21	sphere	-	-28.40 	147	Rat	male	7	279	intratracheal instillation	0	1	1	3.5
SiO2	21	21	sphere	-	-28.40 	147	Rat	male	7	279	intratracheal instillation	0	1	28	3.5
CeO2	25	25	sphere	-	-8.28 	33.5	Mouse	female	7	20	intranasal instillation	19	9	1	0.075
CeO2	25	25	sphere	-	-8.28 	33.5	Mouse	female	7	20	intranasal instillation	19	9	1	0.75
Bi2Se3	70	30	sheet	-	-34.28 	89	Mouse	unknow	9	24	intratracheal instillation	0	1	14	10
Bi2Se3	70	30	sheet	-	-34.28 	89	Mouse	unknow	9	24	intratracheal instillation	0	1	30	10
Bi2Se3	70	30	sheet	-	-34.28 	89	Mouse	unknow	9	24	intratracheal instillation	0	1	90	10
Bi2Se3	70	30	sheet	-	-34.28 	89	Mouse	unknow	9	24	intratracheal instillation	0	1	180	10
CeO2	40	40	sphere	-	42.00 	27	Rat	male	8	249	intratracheal instillation	0	1	1	0.2
CeO2	40	40	sphere	-	42.00 	27	Rat	male	8	249	intratracheal instillation	0	1	1	1
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	3	3.3
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	7	3.3
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	30	3.3
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	90	3.3
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	180	3.3
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	3	3.3
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	7	3.3
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	30	3.3
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	90	3.3
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	180	3.3
C60	33	33	sphere	-	-30.00 	0.92	Rat	male	9	300	intratracheal instillation	0	1	3	0.33
C60	33	33	sphere	-	-30.00 	0.92	Rat	male	9	300	intratracheal instillation	0	1	3	0.66
C60	33	33	sphere	-	-30.00 	0.92	Rat	male	9	300	intratracheal instillation	0	1	3	3.3
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	3	0.66
C60	33	33	sphere	-	-30.00 	0.92	Rat	male	9	300	intratracheal instillation	0	1	7	0.33
C60	33	33	sphere	-	-30.00 	0.92	Rat	male	9	300	intratracheal instillation	0	1	7	0.66
C60	33	33	sphere	-	-30.00 	0.92	Rat	male	9	300	intratracheal instillation	0	1	7	3.3
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	7	0.66
C60	33	33	sphere	-	-30.00 	0.92	Rat	male	9	300	intratracheal instillation	0	1	30	0.33
C60	33	33	sphere	-	-30.00 	0.92	Rat	male	9	300	intratracheal instillation	0	1	30	0.66
C60	33	33	sphere	-	-30.00 	0.92	Rat	male	9	300	intratracheal instillation	0	1	30	3.3
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	30	0.66
C60	33	33	sphere	-	-30.00 	0.92	Rat	male	9	300	intratracheal instillation	0	1	90	0.33
C60	33	33	sphere	-	-30.00 	0.92	Rat	male	9	300	intratracheal instillation	0	1	90	0.66
C60	33	33	sphere	-	-30.00 	0.92	Rat	male	9	300	intratracheal instillation	0	1	90	3.3
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	90	0.66
C60	33	33	sphere	-	-30.00 	0.92	Rat	male	9	300	intratracheal instillation	0	1	180	0.33
C60	33	33	sphere	-	-30.00 	0.92	Rat	male	9	300	intratracheal instillation	0	1	180	0.66
C60	33	33	sphere	-	-30.00 	0.92	Rat	male	9	300	intratracheal instillation	0	1	180	3.3
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	180	0.66
MWCNT	48	940	tube	-	-11.00 	69	Rat	male	9	300	intratracheal instillation	0	1	3	0.66
MWCNT	48	940	tube	-	-11.00 	69	Rat	male	9	300	intratracheal instillation	0	1	3	3.3
MWCNT	48	940	tube	-	-11.00 	69	Rat	male	9	300	intratracheal instillation	0	1	7	0.66
MWCNT	48	940	tube	-	-11.00 	69	Rat	male	9	300	intratracheal instillation	0	1	7	3.3
MWCNT	48	940	tube	-	-11.00 	69	Rat	male	9	300	intratracheal instillation	0	1	30	0.66
MWCNT	48	940	tube	-	-11.00 	69	Rat	male	9	300	intratracheal instillation	0	1	30	3.3
MWCNT	48	940	tube	-	-11.00 	69	Rat	male	9	300	intratracheal instillation	0	1	90	0.66
MWCNT	48	940	tube	-	-11.00 	69	Rat	male	9	300	intratracheal instillation	0	1	90	3.3
MWCNT	48	940	tube	-	-11.00 	69	Rat	male	9	300	intratracheal instillation	0	1	180	0.66
MWCNT	48	940	tube	-	-11.00 	69	Rat	male	9	300	intratracheal instillation	0	1	180	3.3
TiO2	33.5	167.5	spindle	-	-16.90 	111	Rat	male	12	250	intratracheal instillation	0	1	3	0.8
TiO2	33.5	167.5	spindle	-	-16.90 	111	Rat	male	12	250	intratracheal instillation	0	1	3	4
NiO	19	19	sphere	-	-30.00 	57	Rat	male	12	250	intratracheal instillation	0	1	3	0.8
NiO	19	19	sphere	-	-30.00 	57	Rat	male	12	250	intratracheal instillation	0	1	3	4
TiO2	33.5	167.5	spindle	-	-16.90 	111	Rat	male	12	250	intratracheal instillation	0	1	7	0.8
TiO2	33.5	167.5	spindle	-	-16.90 	111	Rat	male	12	250	intratracheal instillation	0	1	7	4
NiO	19	19	sphere	-	-30.00 	57	Rat	male	12	250	intratracheal instillation	0	1	7	0.8
NiO	19	19	sphere	-	-30.00 	57	Rat	male	12	250	intratracheal instillation	0	1	7	4
TiO2	33.5	167.5	spindle	-	-16.90 	111	Rat	male	12	250	intratracheal instillation	0	1	30	0.8
TiO2	33.5	167.5	spindle	-	-16.90 	111	Rat	male	12	250	intratracheal instillation	0	1	30	4
NiO	19	19	sphere	-	-30.00 	57	Rat	male	12	250	intratracheal instillation	0	1	30	0.8
NiO	19	19	sphere	-	-30.00 	57	Rat	male	12	250	intratracheal instillation	0	1	30	4
TiO2	33.5	167.5	spindle	-	-16.90 	111	Rat	male	12	250	intratracheal instillation	0	1	90	0.8
TiO2	33.5	167.5	spindle	-	-16.90 	111	Rat	male	12	250	intratracheal instillation	0	1	90	4
NiO	19	19	sphere	-	-30.00 	57	Rat	male	12	250	intratracheal instillation	0	1	90	0.8
NiO	19	19	sphere	-	-30.00 	57	Rat	male	12	250	intratracheal instillation	0	1	90	4
TiO2	33.5	167.5	spindle	-	-16.90 	111	Rat	male	12	250	intratracheal instillation	0	1	180	0.8
TiO2	33.5	167.5	spindle	-	-16.90 	111	Rat	male	12	250	intratracheal instillation	0	1	180	4
NiO	19	19	sphere	-	-30.00 	57	Rat	male	12	250	intratracheal instillation	0	1	180	0.8
NiO	19	19	sphere	-	-30.00 	57	Rat	male	12	250	intratracheal instillation	0	1	180	4
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	3	0.33
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	3	0.66
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	7	0.33
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	7	0.66
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	30	0.33
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	30	0.66
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	90	0.33
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	90	0.66
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	180	0.33
NiO	8.41	8.41	sphere	-	-30.00 	104.6	Rat	male	9	300	intratracheal instillation	0	1	180	0.66
SiO2	700	700	sphere	-	-36.00 	7.6	Mouse	male	16	25	intratracheal instillation	0	1	1	4
SiO2	54	54	amorphous	-	-25.00 	66	Mouse	male	16	25	intratracheal instillation	0	1	1	4
SiO2	50	50	amorphous	APTES	19.00 	42	Mouse	male	16	25	intratracheal instillation	0	1	1	4
SiO2	700	700	sphere	-	-36.00 	7.6	Mouse	male	16	25	intratracheal instillation	0	1	1	20
SiO2	54	54	amorphous	-	-25.00 	66	Mouse	male	16	25	intratracheal instillation	0	1	1	20
SiO2	50	50	amorphous	APTES	19.00 	42	Mouse	male	16	25	intratracheal instillation	0	1	1	20
MWCNT	14.84	3860	tube	-	-11.00 	152	Mouse	female	11	25	PA	0	1	1	0.4
MWCNT	84.89	3860	tube	-	-11.00 	152	Mouse	female	11	25	PA	0	1	1	0.4
CB	14.3	14.3	sphere	-	-3.70 	66.8	Rat	female	8	225	intratracheal instillation	0	1	3	8.89
MWCNT	9.7	5900	tube	-	-11.00 	378	Rat	female	8	225	intratracheal instillation	0	1	3	2.22
MWCNT	9.7	5900	tube	-	-11.00 	378	Rat	female	8	225	intratracheal instillation	0	1	3	8.89
MWCNT	11.3	700	tube	-	-11.00 	307	Rat	female	8	225	intratracheal instillation	0	1	3	2.22
MWCNT	11.3	700	tube	-	-11.00 	307	Rat	female	8	225	intratracheal instillation	0	1	3	8.89
CB	14.3	14.3	sphere	-	-3.70 	66.8	Rat	female	8	225	intratracheal instillation	0	1	60	8.89
MWCNT	9.7	5900	tube	-	-11.00 	378	Rat	female	8	225	intratracheal instillation	0	1	60	2.22
MWCNT	9.7	5900	tube	-	-11.00 	378	Rat	female	8	225	intratracheal instillation	0	1	60	8.89
MWCNT	11.3	700	tube	-	-11.00 	307	Rat	female	8	225	intratracheal instillation	0	1	60	2.22
MWCNT	11.3	700	tube	-	-11.00 	307	Rat	female	8	225	intratracheal instillation	0	1	60	8.89
CeO2	20	20	sphere	-	37.80 	33.5	Mouse	female	8	23	intratracheal instillation	0	1	1	0.1
CeO2	20	20	sphere	-	37.80 	33.5	Mouse	female	8	23	intratracheal instillation	0	1	1	0.5
TiO2	5	50	rod	-	-16.90 	16.46	Rat	male	18	359	intratracheal instillation	0	1	1	1
TiO2	5	50	rod	-	-16.90 	82.3	Rat	male	18	359	intratracheal instillation	0	1	1	5
Fe-TiO2	7	80	rod	-	-16.90 	89	Rat	male	8	238	intratracheal instillation	0	1	1	1
Fe-TiO2	7	80	rod	-	-16.90 	89	Rat	male	8	238	intratracheal instillation	0	1	1	5
MWCNT	140	7000	tube	-	-11.00 	12.83	Mouse	male	8	30	intratracheal instillation	0	1	1	5
MWCNT	140	7000	tube	-	-11.00 	12.83	Mouse	male	8	30	intratracheal instillation	0	1	1	20
MWCNT	140	7000	tube	-	-11.00 	12.83	Mouse	male	8	30	intratracheal instillation	0	1	1	50
MWCNT	140	7000	tube	-	-11.00 	12.83	Mouse	male	8	30	intratracheal instillation	0	1	3	50
MWCNT	140	7000	tube	-	-11.00 	12.83	Mouse	male	8	30	intratracheal instillation	0	1	7	50
MWCNT	140	7000	tube	-	-11.00 	12.83	Mouse	male	8	30	intratracheal instillation	0	1	14	50
CeO2	134	134	sphere	-	37.80 	33.5	Mouse	male	8	25	intratracheal instillation	0	1	1	50
CeO2	134	134	sphere	-	37.80 	33.5	Mouse	male	8	25	intratracheal instillation	0	1	1	100
CeO2	134	134	sphere	-	37.80 	33.5	Mouse	male	8	25	intratracheal instillation	0	1	1	200
CeO2	134	134	sphere	-	37.80 	33.5	Mouse	male	8	25	intratracheal instillation	0	1	1	400
CeO2	134	134	sphere	-	37.80 	33.5	Mouse	male	8	25	intratracheal instillation	0	1	7	100
CeO2	134	134	sphere	-	37.80 	33.5	Mouse	male	8	25	intratracheal instillation	0	1	14	100
CeO2	134	134	sphere	-	37.80 	33.5	Mouse	male	8	25	intratracheal instillation	0	1	28	100
Ag	27.5	27.5	sphere	-	-42.50 	5	Mouse	male	8	25	intratracheal instillation	0	1	1	0.5
Ag	27.5	27.5	sphere	-	-42.50 	5	Mouse	male	8	25	intratracheal instillation	0	1	7	0.5
Ag	27.5	27.5	sphere	-	-42.50 	5	Mouse	male	8	25	intratracheal instillation	0	1	14	0.5
Ag	27.5	27.5	sphere	-	-42.50 	5	Mouse	male	8	25	intratracheal instillation	0	1	28	0.5
SWCNT	2.5	1000	tube	-	-11.70 	1040	Mouse	male	8	30	intratracheal instillation	0	1	91	0.05
SWCNT	2.5	1000	tube	-	-11.70 	1040	Mouse	male	8	30	intratracheal instillation	0	1	91	0.1
SWCNT	2.5	1000	tube	-	-11.70 	1040	Mouse	male	8	30	intratracheal instillation	0	1	91	0.2
Pt	20.9	20.9	quadrangle	-	4.96 	5	Mouse	male	6	25	intratracheal instillation	0	1	1	1
Pt	20.9	20.9	quadrangle	-	4.96 	5	Mouse	male	6	25	intratracheal instillation	0	1	7	1
Pt	20.9	20.9	quadrangle	-	4.96 	5	Mouse	male	6	25	intratracheal instillation	0	1	14	1
Pt	20.9	20.9	quadrangle	-	4.96 	5	Mouse	male	6	25	intratracheal instillation	0	1	28	1
Fe3O4	5.3	5.3	sphere	-	23.14 	89	Mouse	male	8	30	intratracheal instillation	0	1	1	0.25
Fe3O4	5.3	5.3	sphere	-	23.14 	89	Mouse	male	8	30	intratracheal instillation	0	1	1	0.5
Fe3O4	5.3	5.3	sphere	-	23.14 	89	Mouse	male	8	30	intratracheal instillation	0	1	1	1
Fe3O4	5.3	5.3	sphere	-	23.14 	89	Mouse	male	8	30	intratracheal instillation	0	1	7	1
Fe3O4	5.3	5.3	sphere	-	23.14 	89	Mouse	male	8	30	intratracheal instillation	0	1	14	1
Fe3O4	5.3	5.3	sphere	-	23.14 	89	Mouse	male	8	30	intratracheal instillation	0	1	28	1
C60	33	33	sphere	-	-30.24 	0.92	Mouse	male	5	26	intratracheal instillation	0	1	1	0.5
C60	33	33	sphere	-	-30.24 	0.92	Mouse	male	5	26	intratracheal instillation	0	1	1	1
C60	33	33	sphere	-	-30.24 	0.92	Mouse	male	5	26	intratracheal instillation	0	1	1	2
C60	33	33	sphere	-	-30.24 	0.92	Mouse	male	5	26	intratracheal instillation	0	1	7	2
C60	33	33	sphere	-	-30.24 	0.92	Mouse	male	5	26	intratracheal instillation	0	1	14	2
C60	33	33	sphere	-	-30.24 	0.92	Mouse	male	5	26	intratracheal instillation	0	1	28	2
AlO	316.5	316.5	rod	-	-1.80 	163.4	Mouse	male	6	27.5	intratracheal instillation	0	1	91	2.5
AlO	316.5	316.5	rod	-	-1.80 	163.4	Mouse	male	6	27.5	intratracheal instillation	0	1	91	5
AlO	656.4	656.4	rod	-	-40.30 	105.9	Mouse	male	6	27.5	intratracheal instillation	0	1	91	2.5
AlO	656.4	656.4	rod	-	-40.30 	105.9	Mouse	male	6	27.5	intratracheal instillation	0	1	91	5
AlCeO3	20	20	sphere	-	-29.70 	24.8	Mouse	male	6	27.5	intratracheal instillation	0	1	91	2.5
AlCeO3	20	20	sphere	-	-29.70 	24.8	Mouse	male	6	27.5	intratracheal instillation	0	1	91	5
AlOOH	200	200	sphere	-	-25.20 	10.3	Mouse	male	6	27.5	intratracheal instillation	0	1	91	2.5
AlOOH	200	200	sphere	-	-25.20 	10.3	Mouse	male	6	27.5	intratracheal instillation	0	1	91	5
graphene	2000	2	sheet	-	-10.60 	180	Mouse	male	5	26	intratracheal instillation	0	1	91	1.25
graphene	2000	2	sheet	-	-10.60 	180	Mouse	male	5	26	intratracheal instillation	0	1	91	2.5
graphene	2000	2	sheet	-	-10.60 	180	Mouse	male	5	26	intratracheal instillation	0	1	91	5
SWCNT	1.2	1000	tube	-	-27.60 	1040	Mouse	male	5	26	intratracheal instillation	0	1	1	0.1
SWCNT	1.2	1000	tube	-	-27.60 	1040	Mouse	male	5	26	intratracheal instillation	0	1	7	0.1
SWCNT	1.2	1000	tube	-	-27.60 	1040	Mouse	male	5	26	intratracheal instillation	0	1	14	0.1
SWCNT	1.2	1000	tube	-	-27.60 	1040	Mouse	male	5	26	intratracheal instillation	0	1	28	0.1
SWCNT	1.2	6000	tube	-	-27.60 	1040	Mouse	male	6	26	intratracheal instillation	0	1	1	0.1
SWCNT	1.2	6000	tube	-	-27.60 	1040	Mouse	male	6	26	intratracheal instillation	0	1	7	0.1
SWCNT	1.2	6000	tube	-	-27.60 	1040	Mouse	male	6	26	intratracheal instillation	0	1	14	0.1
SWCNT	1.2	6000	tube	-	-27.60 	1040	Mouse	male	6	26	intratracheal instillation	0	1	28	0.1
SiO2	40	40	sphere	-	-12.76 	26.5	Mouse	male	5	26	intratracheal instillation	0	1	1	1
SiO2	40	40	sphere	-	-12.76 	26.5	Mouse	male	5	26	intratracheal instillation	0	1	7	1
SiO2	40	40	sphere	-	-12.76 	26.5	Mouse	male	5	26	intratracheal instillation	0	1	14	1
SiO2	40	40	sphere	-	-12.76 	26.5	Mouse	male	5	26	intratracheal instillation	0	1	28	1
TiO2	20	20	sphere	-	-16.90 	50	Mouse	male	8	30	intratracheal instillation	0	1	1	5
TiO2	20	20	sphere	-	-16.90 	50	Mouse	male	8	30	intratracheal instillation	0	1	1	20
TiO2	20	20	sphere	-	-16.90 	50	Mouse	male	8	30	intratracheal instillation	0	1	1	50
TiO2	20	20	sphere	-	-16.90 	50	Mouse	male	8	30	intratracheal instillation	0	1	7	20
TiO2	20	20	sphere	-	-16.90 	50	Mouse	male	8	30	intratracheal instillation	0	1	14	20
TiO2	20	20	sphere	-	-16.90 	50	Mouse	male	8	30	intratracheal instillation	0	1	28	20
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	22.5	PA	0	1	1	0.44
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	22.5	PA	0	1	1	0.88
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	22.5	PA	0	1	1	1.78
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	22.5	PA	0	1	7	0.44
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	22.5	PA	0	1	7	0.88
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	22.5	PA	0	1	7	1.78
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	22.5	PA	0	1	14	0.44
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	22.5	PA	0	1	14	0.88
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	22.5	PA	0	1	14	1.78
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	22.5	PA	0	1	28	0.44
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	22.5	PA	0	1	28	0.88
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	22.5	PA	0	1	28	1.78
MWCNT	20.56	518.9	tube	-	-11.00 	150	Mouse	female	8	19	intratracheal instillation	0	1	1	0.32
MWCNT	20.56	518.9	tube	-	-11.00 	150	Mouse	female	8	19	intratracheal instillation	0	1	1	0.95
MWCNT	20.56	518.9	tube	-	-11.00 	150	Mouse	female	8	19	intratracheal instillation	0	1	1	2.84
MWCNT	26.38	1005	tube	OH	-11.00 	152	Mouse	female	8	19	intratracheal instillation	0	1	1	0.32
MWCNT	26.38	1005	tube	OH	-11.00 	152	Mouse	female	8	19	intratracheal instillation	0	1	1	0.95
MWCNT	26.38	1005	tube	OH	-11.00 	152	Mouse	female	8	19	intratracheal instillation	0	1	1	2.84
MWCNT	20.5	723.2	tube	COOH	-11.00 	141	Mouse	female	8	19	intratracheal instillation	0	1	1	0.32
MWCNT	20.5	723.2	tube	COOH	-11.00 	141	Mouse	female	8	19	intratracheal instillation	0	1	1	0.95
